"Query","Entrez","Symbol","Name","Comment"
"Rgs17","56533","Rgs17","regulator of G-protein signaling 17","1"
"Sele","20339","Sele","selectin, endothelial cell","1"
"Tmem54","66260","Tmem54","transmembrane protein 54","1"
"Zfp583","213011","Zfp583","zinc finger protein 583","1"
"Edil3","13612","Edil3","EGF-like repeats and discoidin I-like domains 3","1"
"Larp6","67557","Larp6","La ribonucleoprotein domain family, member 6","1"
"Hist1h2bk","319184","Hist1h2bk","histone cluster 1, H2bk","1"
"Stat4","20849","Stat4","signal transducer and activator of transcription 4","1"
"Lypd6b","71897","Lypd6b","LY6/PLAUR domain containing 6B","1"
"Klra5","16636","Klra5","killer cell lectin-like receptor, subfamily A, member 5","1"
"Inpp5j","170835","Inpp5j","inositol polyphosphate 5-phosphatase J","1"
"Hist1h2ac","319164","Hist1h2ac","histone cluster 1, H2ac","1"
"Gm1141","382221","Gm1141","predicted gene 1141","1"
"Klrg1","50928","Klrg1","killer cell lectin-like receptor subfamily G, member 1","1"
"Pgr","18667","Pgr","progesterone receptor","1"
"Zfp365","216049","Zfp365","zinc finger protein 365","1"
"Gm9733","751864","Gm9733","predicted gene 9733","1"
"Dclk1","13175","Dclk1","doublecortin-like kinase 1","1"
"Csmd2","329942","Csmd2","CUB and Sushi multiple domains 2","1"
"Rdh12","77974","Rdh12","retinol dehydrogenase 12","1"
"Scn3a","20269","Scn3a","sodium channel, voltage-gated, type III, alpha","1"
"Triqk","NA","NA","NA","0"
"Atp6v0a4","140494","Atp6v0a4","ATPase, H+ transporting, lysosomal V0 subunit A4","1"
"Slamf9","98365","Slamf9","SLAM family member 9","1"
"Lars2","102436","Lars2","leucyl-tRNA synthetase, mitochondrial","1"
"Pcdhb8","93879","Pcdhb8","protocadherin beta 8","1"
"Gm6583","625424","Gm6583","predicted gene 6583","1"
"Gpr34","23890","Gpr34","G protein-coupled receptor 34","1"
"Rdh1","107605","Rdh1","retinol dehydrogenase 1 (all trans)","1"
"Dntt","21673","Dntt","deoxynucleotidyltransferase, terminal","1"
"Cklf","75458","Cklf","chemokine-like factor","1"
"Rgs7bp","52882","Rgs7bp","regulator of G-protein signalling 7 binding protein","1"
"Rgs20","58175","Rgs20","regulator of G-protein signaling 20","1"
"Mpl","17480","Mpl","myeloproliferative leukemia virus oncogene","1"
"Elavl2","15569","Elavl2","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)","1"
"1700006E09Rik","75437","1700006E09Rik","RIKEN cDNA 1700006E09 gene","1"
"Arfgef3","NA","NA","NA","0"
"Lrriq1","74978","Lrriq1","leucine-rich repeats and IQ motif containing 1","1"
"Glipr1l1","69286","Glipr1l1","GLI pathogenesis-related 1 like 1","1"
"Cacng4","54377","Cacng4","calcium channel, voltage-dependent, gamma subunit 4","1"
"Sumo2","170930","Sumo2","SMT3 suppressor of mif two 3 homolog 2 (yeast)","1"
"Tekt1","21689","Tekt1","tektin 1","1"
"Nos2","18126","Nos2","nitric oxide synthase 2, inducible","1"
"Cfap52","NA","NA","NA","0"
"Rab15","104886","Rab15","RAB15, member RAS oncogene family","1"
"9230112D13Rik","78243","9230112D13Rik","RIKEN cDNA 9230112D13 gene","1"
"Sftpc","20389","Sftpc","surfactant associated protein C","1"
"Mroh2b","NA","NA","NA","0"
"Cacna1i","239556","Cacna1i","calcium channel, voltage-dependent, alpha 1I subunit","1"
"Ly6i","57248","Ly6i","lymphocyte antigen 6 complex, locus I","1"
"Gtf2a1l","71828","Gtf2a1l","general transcription factor IIA, 1-like","1"
"Tpsab1","100503895","Tpsab1","tryptase alpha/beta 1","1"
"Lvrn","NA","NA","NA","0"
"Pip5k1b","18719","Pip5k1b","phosphatidylinositol-4-phosphate 5-kinase, type 1 beta","1"
"Tmem89","69384","Tmem89","transmembrane protein 89","1"
"Nphs2","170484","Nphs2","nephrosis 2 homolog, podocin (human)","1"
"Nuf2","66977","Nuf2","NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)","1"
"Cst9","13013","Cst9","cystatin 9","1"
"Ndst3","83398","Ndst3","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3","1"
"Faxc","NA","NA","NA","0"
"Toporsl","NA","NA","NA","0"
"Saxo1","NA","NA","NA","0"
"Vwa5b1","75718","Vwa5b1","von Willebrand factor A domain containing 5B1","1"
"Cd164l2","69655","Cd164l2","CD164 sialomucin-like 2","1"
"Pdcl2","79455","Pdcl2","phosducin-like 2","1"
"Hyal6","74409","Hyal6","hyaluronoglucosaminidase 6","1"
"Svopl","320590","Svopl","SV2 related protein homolog (rat)-like","1"
"Clec4e","56619","Clec4e","C-type lectin domain family 4, member e","1"
"Plcz1","114875","Plcz1","phospholipase C, zeta 1","1"
"Gipr","381853","Gipr","gastric inhibitory polypeptide receptor","1"
"Dkkl1","50722","Dkkl1","dickkopf-like 1","1"
"Gm498","244239","Gm498","predicted gene 498","1"
"Mcf2","109904","Mcf2","mcf.2 transforming sequence","1"
"Adam3","11497","Adam3","a disintegrin and metallopeptidase domain 3 (cyritestin)","1"
"Ccl17","20295","Ccl17","chemokine (C-C motif) ligand 17","1"
"Tsnaxip1","72236","Tsnaxip1","translin-associated factor X (Tsnax) interacting protein 1","1"
"Celf5","319586","Celf5","CUGBP, Elav-like family member 5","1"
"Ccl7","20306","Ccl7","chemokine (C-C motif) ligand 7","1"
"Melk","17279","Melk","maternal embryonic leucine zipper kinase","1"
"Meox2","17286","Meox2","mesenchyme homeobox 2","1"
"H2-M10.6","399549","H2-M10.6","histocompatibility 2, M region locus 10.6","1"
"Phyhipl","70911","Phyhipl","phytanoyl-CoA hydroxylase interacting protein-like","1"
"Cct8l1","242891","Cct8l1","chaperonin containing TCP1, subunit 8 (theta)-like 1","1"
"Ccdc155","384619","Ccdc155","coiled-coil domain containing 155","1"
"Tcfl5","277353","Tcfl5","transcription factor-like 5 (basic helix-loop-helix)","1"
"Asb17","66772","Asb17","ankyrin repeat and SOCS box-containing 17","1"
"Col10a1","12813","Col10a1","collagen, type X, alpha 1","1"
"1700034J05Rik","73344","1700034J05Rik","RIKEN cDNA 1700034J05 gene","1"
"Cdrt4","66338","Cdrt4","CMT1A duplicated region transcript 4","1"
"Frem3","333315","Frem3","Fras1 related extracellular matrix protein 3","1"
"Gpr151","240239","Gpr151","G protein-coupled receptor 151","1"
"Kcnj6","16522","Kcnj6","potassium inwardly-rectifying channel, subfamily J, member 6","1"
"Rtn4r","65079","Rtn4r","reticulon 4 receptor","1"
"Spata31d1d","NA","NA","NA","0"
"Spata21","329972","Spata21","spermatogenesis associated 21","1"
"Tubb2b","73710","Tubb2b","tubulin, beta 2B class IIB","1"
"Hdgfl1","15192","Hdgfl1","hepatoma derived growth factor-like 1","1"
"Plcxd3","239318","Plcxd3","phosphatidylinositol-specific phospholipase C, X domain containing 3","1"
"Slc36a3","215332","Slc36a3","solute carrier family 36 (proton/amino acid symporter), member 3","1"
"Txndc2","213272","Txndc2","thioredoxin domain containing 2 (spermatozoa)","1"
"Tll1","21892","Tll1","tolloid-like","1"
"1700016K19Rik","74230","1700016K19Rik","RIKEN cDNA 1700016K19 gene","1"
"Ms4a5","269063","Ms4a5","membrane-spanning 4-domains, subfamily A, member 5","1"
"Olfr1420","258405","Olfr1420","olfactory receptor 1420","1"
"Tnnt3","21957","Tnnt3","troponin T3, skeletal, fast","1"
"Rab44","442827","Rab44","RAB44, member RAS oncogene family","1"
"Tnfsf18","240873","Tnfsf18","tumor necrosis factor (ligand) superfamily, member 18","1"
"Csnka2ip","224291","Csnka2ip","casein kinase 2, alpha prime interacting protein","1"
"Hemt1","15202","Hemt1","hematopoietic cell transcript 1","1"
"Ldlrad1","546840","Ldlrad1","low density lipoprotein receptor class A domain containing 1","1"
"Tmem254a","NA","NA","NA","0"
"Tmem254c","NA","NA","NA","0"
"Nudt10","102954","Nudt10","nudix (nucleoside diphosphate linked moiety X)-type motif 10","1"
"Cmtm2a","73381","Cmtm2a","CKLF-like MARVEL transmembrane domain containing 2A","1"
"Gramd2","546134","Gramd2","GRAM domain containing 2","1"
"1700034I23Rik","73297","1700034I23Rik","FUN14 domain containing 2 pseudogene","1"
"4933416C03Rik","619332","4933416C03Rik","RIKEN cDNA 4933416C03 gene","1"
"Pde11a","241489","Pde11a","phosphodiesterase 11A","1"
"Hs3st4","628779","Hs3st4","heparan sulfate (glucosamine) 3-O-sulfotransferase 4","1"
"Zfp541","666528","Zfp541","zinc finger protein 541","1"
"Atp6ap1l","435376","Atp6ap1l","ATPase, H+ transporting, lysosomal accessory protein 1-like","1"
"Gm8300","666806","Gm8300","predicted gene 8300","1"
"Rnf138rt1","NA","NA","NA","0"
"Abhd12b","100504285","Abhd12b","abhydrolase domain containing 12B","1"
"Gm19684","100503422","Gm19684","predicted gene, 19684","1"
"Galntl6","270049","Galntl6","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6","1"
"A130057D12Rik","100038597","A130057D12Rik","RIKEN cDNA A130057D12 gene","1"
"Fabp12","75497","Fabp12","fatty acid binding protein 12","1"
"Aqp7","11832","Aqp7","aquaporin 7","1"
"Nme5","75533","Nme5","non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase)","1"
"Fam50b","108161","Fam50b","family with sequence similarity 50, member B","1"
"Fam178b","381337","Fam178b","family with sequence similarity 178, member B","1"
"Umodl1","52020","Umodl1","uromodulin-like 1","1"
"Usp13","72607","Usp13","ubiquitin specific peptidase 13 (isopeptidase T-3)","1"
"4930571K23Rik","75861","4930571K23Rik","RIKEN cDNA 4930571K23 gene","1"
"Sh2d1a","20400","Sh2d1a","SH2 domain protein 1A","1"
"Gng13","64337","Gng13","guanine nucleotide binding protein (G protein), gamma 13","1"
"Rho","212541","Rho","rhodopsin","1"
"Sapcd1","78376","Sapcd1","Ng23 protein","1"
"1700055N04Rik","73458","1700055N04Rik","RIKEN cDNA 1700055N04 gene","1"
"Rasef","242505","Rasef","RAS and EF hand domain containing","1"
"Dnah9","NA","NA","NA","0"
"Trim38","214158","Trim38","tripartite motif-containing 38","1"
"Ism1","319909","Ism1","isthmin 1 homolog (zebrafish)","1"
"Spo11","26972","Spo11","sporulation protein, meiosis-specific, SPO11 homolog (S. cerevisiae)","1"
"Hrasls5","66727","Hrasls5","HRAS-like suppressor family, member 5","1"
"Scp2d1","NA","NA","NA","0"
"Fancd2","211651","Fancd2","Fanconi anemia, complementation group D2","1"
"Ttc9","69480","Ttc9","tetratricopeptide repeat domain 9","1"
"Padi1","18599","Padi1","peptidyl arginine deiminase, type I","1"
"B3gnt4","231727","B3gnt4","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4","1"
"Ano5","233246","Ano5","anoctamin 5","1"
"Nts","67405","Nts","neurotensin","1"
"Spns3","77577","Spns3","spinster homolog 3 (Drosophila)","1"
"Dach1","13134","Dach1","dachshund 1 (Drosophila)","1"
"Vmn1r4","171194","Vmn1r4","vomeronasal 1 receptor 4","1"
"Akap6","238161","Akap6","A kinase (PRKA) anchor protein 6","1"
"Slc22a12","20521","Slc22a12","solute carrier family 22 (organic anion/cation transporter), member 12","1"
"Bfsp1","12075","Bfsp1","beaded filament structural protein 1, in lens-CP94","1"
"Xrra1","446101","Xrra1","X-ray radiation resistance associated 1","1"
"4922502D21Rik","381816","4922502D21Rik","RIKEN cDNA 4922502D21 gene","1"
"Shcbp1","20419","Shcbp1","Shc SH2-domain binding protein 1","1"
"Gimap7","231932","Gimap7","GTPase, IMAP family member 7","1"
"Kdelr3","105785","Kdelr3","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3","1"
"Zfp37","22696","Zfp37","zinc finger protein 37","1"
"Hsf2bp","74377","Hsf2bp","heat shock transcription factor 2 binding protein","1"
"Kcnj2","16518","Kcnj2","potassium inwardly-rectifying channel, subfamily J, member 2","1"
"Gdf15","23886","Gdf15","growth differentiation factor 15","1"
"Nod2","257632","Nod2","nucleotide-binding oligomerization domain containing 2","1"
"Lrrc73","NA","NA","NA","0"
"Gm5150","381484","Gm5150","predicted gene 5150","1"
"Mmp9","17395","Mmp9","matrix metallopeptidase 9","1"
"H2-Q2","15013","H2-Q2","histocompatibility 2, Q region locus 2","1"
"Epdr1","105298","Epdr1","ependymin related protein 1 (zebrafish)","1"
"Tenm4","NA","NA","NA","0"
"Susd3","66329","Susd3","sushi domain containing 3","1"
"Lhx1","16869","Lhx1","LIM homeobox protein 1","1"
"Fcer2a","14128","Fcer2a","Fc receptor, IgE, low affinity II, alpha polypeptide","1"
"Batf","53314","Batf","basic leucine zipper transcription factor, ATF-like","1"
"Fam19a2","268354","Fam19a2","family with sequence similarity 19, member A2","1"
"Nudt11","58242","Nudt11","nudix (nucleoside diphosphate linked moiety X)-type motif 11","1"
"Sytl3","83672","Sytl3","synaptotagmin-like 3","1"
"Hmmr","15366","Hmmr","hyaluronan mediated motility receptor (RHAMM)","1"
"Glipr1","73690","Glipr1","GLI pathogenesis-related 1 (glioma)","1"
"Adgrl3","NA","NA","NA","0"
"Ccdc103","73293","Ccdc103","coiled-coil domain containing 103","1"
"Sectm1b","58210","Sectm1b","secreted and transmembrane 1B","1"
"Rpl27-ps3","621100","Rpl27-ps3","ribosomal protein L27, pseudogene 3","1"
"Dnah2","NA","NA","NA","0"
"Tmem236","NA","NA","NA","0"
"Scube1","64706","Scube1","signal peptide, CUB domain, EGF-like 1","1"
"Rgs7","24012","Rgs7","regulator of G protein signaling 7","1"
"Ptgds","19215","Ptgds","prostaglandin D2 synthase (brain)","1"
"Kif15","209737","Kif15","kinesin family member 15","1"
"G6pc2","14378","G6pc2","glucose-6-phosphatase, catalytic, 2","1"
"Akr1c21","77337","Akr1c21","aldo-keto reductase family 1, member C21","1"
"Gpc5","103978","Gpc5","glypican 5","1"
"Acsbg2","328845","Acsbg2","acyl-CoA synthetase bubblegum family member 2","1"
"Pde6a","225600","Pde6a","phosphodiesterase 6A, cGMP-specific, rod, alpha","1"
"Tex35","NA","NA","NA","0"
"Celf3","78784","Celf3","CUGBP, Elav-like family member 3","1"
"Aoc1","NA","NA","NA","0"
"Prss37","67690","Prss37","protease, serine, 37","1"
"Tnni2","21953","Tnni2","troponin I, skeletal, fast 2","1"
"Glod5","69824","Glod5","glyoxalase domain containing 5","1"
"4930513O06Rik","75125","4930513O06Rik","RIKEN cDNA 4930513O06 gene","1"
"Hand1","15110","Hand1","heart and neural crest derivatives expressed transcript 1","1"
"D1Pas1","110957","D1Pas1","DNA segment, Chr 1, Pasteur Institute 1","1"
"Fkbp6","94244","Fkbp6","FK506 binding protein 6","1"
"S100g","12309","S100g","S100 calcium binding protein G","1"
"Padi6","242726","Padi6","peptidyl arginine deiminase, type VI","1"
"5730559C18Rik","67313","5730559C18Rik","RIKEN cDNA 5730559C18 gene","1"
"Tram1l1","229801","Tram1l1","translocation associated membrane protein 1-like 1","1"
"Gm1123","382097","Gm1123","predicted gene 1123","1"
"Gap43","14432","Gap43","growth associated protein 43","1"
"H1fnt","70069","H1fnt","H1 histone family, member N, testis-specific","1"
"Nlrp10","244202","Nlrp10","NLR family, pyrin domain containing 10","1"
"Ceacam19","319930","Ceacam19","carcinoembryonic antigen-related cell adhesion molecule 19","1"
"Ffar2","233079","Ffar2","free fatty acid receptor 2","1"
"Olfr211","258914","Olfr211","olfactory receptor 211","1"
"Srsf12","272009","Srsf12","serine/arginine-rich splicing factor 12","1"
"Atp10b","319767","Atp10b","ATPase, class V, type 10B","1"
"Olfr1393","258463","Olfr1393","olfactory receptor 1393","1"
"1700019A02Rik","69397","1700019A02Rik","RIKEN cDNA 1700019A02 gene","1"
"Cav3","12391","Cav3","caveolin 3","1"
"Crb1","170788","Crb1","crumbs homolog 1 (Drosophila)","1"
"Hist2h2ab","621893","Hist2h2ab","histone cluster 2, H2ab","1"
"Tcf15","21407","Tcf15","transcription factor 15","1"
"Actc1","11464","Actc1","actin, alpha, cardiac muscle 1","1"
"Hist1h2ah","319168","Hist1h2ah","histone cluster 1, H2ah","1"
"Dpcr1","268949","Dpcr1","diffuse panbronchiolitis critical region 1 (human)","1"
"F930017D23Rik","NA","NA","NA","0"
"Gp6","243816","Gp6","glycoprotein 6 (platelet)","1"
"Muc4","140474","Muc4","mucin 4","1"
"Kcnmb3","100502876","Kcnmb3","potassium large conductance calcium-activated channel, subfamily M, beta member 3","1"
"2610528A11Rik","70045","2610528A11Rik","RIKEN cDNA 2610528A11 gene","1"
"Gm20594","100463512","Gm20594","predicted gene, 20594","1"
"Gm27027","NA","NA","NA","0"
"Retn","57264","Retn","resistin","1"
"Ogdhl","239017","Ogdhl","oxoglutarate dehydrogenase-like","1"
"Gm6576","625311","Gm6576","ribosomal protein S2 pseudogene","1"
"Stac2","217154","Stac2","SH3 and cysteine rich domain 2","1"
"Nsun7","70918","Nsun7","NOL1/NOP2/Sun domain family, member 7","1"
"Cpne9","211232","Cpne9","copine family member IX","1"
"Myrfl","NA","NA","NA","0"
"Epgn","71920","Epgn","epithelial mitogen","1"
"Mmp13","17386","Mmp13","matrix metallopeptidase 13","1"
"Rnaset2a","100037283","Rnaset2a","ribonuclease T2A","1"
"Pdcd1lg2","58205","Pdcd1lg2","programmed cell death 1 ligand 2","1"
"Klrb1a","17057","Klrb1a","killer cell lectin-like receptor subfamily B member 1A","1"
"Ceacam18","72431","Ceacam18","carcinoembryonic antigen-related cell adhesion molecule 18","1"
"Ccr4","12773","Ccr4","chemokine (C-C motif) receptor 4","1"
"Gm15440","NA","NA","NA","0"
"Hsh2d","209488","Hsh2d","hematopoietic SH2 domain containing","1"
"Gm11214","667451","Gm11214","glyceraldehyde-3-phosphate dehydrogenase pseudogene","1"
"1700001K19Rik","66323","1700001K19Rik","RIKEN cDNA 1700001K19 gene","1"
"S100a4","20198","S100a4","S100 calcium binding protein A4","1"
"Bhlha15","17341","Bhlha15","basic helix-loop-helix family, member a15","1"
"Cd80","12519","Cd80","CD80 antigen","1"
"Isyna1","71780","Isyna1","myo-inositol 1-phosphate synthase A1","1"
"Slamf8","74748","Slamf8","SLAM family member 8","1"
"Serpina5","268591","Serpina5","serine (or cysteine) peptidase inhibitor, clade A, member 5","1"
"Elane","50701","Elane","elastase, neutrophil expressed","1"
"Galnt9","231605","Galnt9","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9","1"
"Mrgprf","211577","Mrgprf","MAS-related GPR, member F","1"
"Pdzk1ip1","67182","Pdzk1ip1","PDZK1 interacting protein 1","1"
"Fbxl7","448987","Fbxl7","F-box and leucine-rich repeat protein 7","1"
"Ccdc92","215707","Ccdc92","coiled-coil domain containing 92","1"
"Ccnjl","380694","Ccnjl","cyclin J-like","1"
"Cdca7l","217946","Cdca7l","cell division cycle associated 7 like","1"
"Irg1","16365","Irg1","immunoresponsive gene 1","1"
"Gzmm","16904","Gzmm","granzyme M (lymphocyte met-ase 1)","1"
"Fcgbp","215384","Fcgbp","Fc fragment of IgG binding protein","1"
"Epb4.1l4a","13824","Epb4.1l4a","erythrocyte protein band 4.1-like 4a","1"
"Ak5","229949","Ak5","adenylate kinase 5","1"
"Pif1","208084","Pif1","PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae)","1"
"Calml4","75600","Calml4","calmodulin-like 4","1"
"Dnah3","NA","NA","NA","0"
"Nipal1","70701","Nipal1","NIPA-like domain containing 1","1"
"Spa17","20686","Spa17","sperm autoantigenic protein 17","1"
"Ak1","11636","Ak1","adenylate kinase 1","1"
"Sh3rf2","269016","Sh3rf2","SH3 domain containing ring finger 2","1"
"Gm10647","100038381","Gm10647","predicted gene 10647","1"
"Treml1","71326","Treml1","triggering receptor expressed on myeloid cells-like 1","1"
"Tnnt1","21955","Tnnt1","troponin T1, skeletal, slow","1"
"Ms4a8a","64381","Ms4a8a","membrane-spanning 4-domains, subfamily A, member 8A","1"
"Dnajb13","69387","Dnajb13","DnaJ (Hsp40) related, subfamily B, member 13","1"
"Cd8a","12525","Cd8a","CD8 antigen, alpha chain","1"
"Rab3b","69908","Rab3b","RAB3B, member RAS oncogene family","1"
"Tmod1","21916","Tmod1","tropomodulin 1","1"
"Nudt17","78373","Nudt17","nudix (nucleoside diphosphate linked moiety X)-type motif 17","1"
"Adrb1","11554","Adrb1","adrenergic receptor, beta 1","1"
